0;Title;Acronym;GGS Class;GGS Rating;Qualified Classes;Collected Classes;All Qualified Classes;MA-Max. Field Rating;MA-Best Rank Field Rating;MA-Best Class Field Rating;MA-All Field Ratings;MA-All Ranks Field Rating;MA-All Classes Field Rating;MA-Max. Avg. Citations;MA-Best Rank Avg. Citations;MA-Best Class Avg. Citations;MA-All Avg. Citations;MA-All Ranks Avg. Citations;MA-All Classes Avg. Citations;MA-Max. Num. of Papers;MA-Max. Citations;MA-All Num. of Papers;MA-All Citations;LiveSHINE-Max. H-Index;LiveSHINE-Best Rank H-Index;LiveSHINE-Best Class H-Index;LiveSHINE-All H-Indexes;LiveSHINE-All Ranks H-Index;LiveSHINE-All Classes H-Index;LiveSHINE-Max. Avg. Citations;LiveSHINE-Best Rank Avg. Citations;LiveSHINE-Best Class Avg. Citations;LiveSHINE-All Avg. Citations;LiveSHINE-All Ranks Avg. Citations;LiveSHINE-All Classes Avg. Citations;LiveSHINE-Max. Num. of Papers;LiveSHINE-Max. Citations;LiveSHINE-All Num. of Papers;LiveSHINE-All Citations;CORE-Best Class;CORE-All Classes;Num. of Input Records;;;;;;
76;CONFERENCE ON ARTIFICIAL INTELLIGENCE FOR APPLICATIONS;AIA;Not Rated;Not Rated (discontinued event);CORE:B, MA:C;B, C;CORE:[B], MA:[C|C];29;870;C;29;870;C;9,87;824;C;9,87;824;C;556;5487;556;5487;;;;;;;;;;;;;;;;;B;C, B;3;;;;;;
77;ARTIFICIAL INTELLIGENCE APPLICATIONS AND INNOVATIONS;AIAI;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|D];16;1770;C;16;1770;C;2,73;1790;D;2,73;1790;D;763;2083;763;2083;16;826;C;16;826;C;3,16;928;D;3,16;928;D;554;1752;554;1752;;;2;;;;;;
78;ACS/IEEE INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS;AICCSA;Work in Progress;Work in Progress;CORE:C, LiveSHINE:B, MA:C;B, C, C;CORE:[C], LiveSHINE:[B|D], MA:[C|D];29;870;C;29;870;C;3,99;1536;D;3,99;1536;D;1962;7836;1962;7836;30;423;B;30;423;B;5,47;760;D;5,47;760;D;1216;6647;1216;6647;C;C;3;;;;;;
79;ARTIFICIAL INTELLIGENCE AND COMPUTATIONAL INTELLIGENCE;AICI;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];15;1883;C;15;1883;C;1,7;1939;D;1,7;1939;D;1466;2490;1466;2490;;;;;;;;;;;;;;;;;;;1;;;;;;
80;ADVANCED INDUSTRIAL CONFERENCE ON TELECOMMUNICATIONS;AICT;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];26;1015;C;26;1015;C;3,15;1718;D;3,15;1718;D;1350;4254;1350;4254;;;;;;;;;;;;;;;;;;;1;;;;;;
81;INTERNATIONAL CONFERENCE ON AI IN DESIGN;AID;Work in Progress;Work in Progress;CORE:A;A;CORE:[A];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;1;;;;;;
82;INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE IN EDUCATION;AIED;2;A-;CORE:A, LiveSHINE:B, MA:A;A, A, B;CORE:[A], LiveSHINE:[B|C], MA:[A-|A];90;205;A-;90;205;A-;18,22;456;A;18,22;456;A;2038;37141;2038;37141;41;256;B;41;256;B;9,53;483;C;9,53;483;C;967;9219;967;9219;A;A;3;;;;;;
83;ARTIFICIAL INTELLIGENCE AND INTERACTIVE DIGITAL ENTERTAINMENT;AIIDE;Work in Progress;Work in Progress;LiveSHINE:B;B;LiveSHINE:[B|B];;;;;;;;;;;;;;;;;34;347;B;34;347;B;14,82;298;B;14,82;298;B;355;5260;355;5260;;;1;;;;;;
84;ARTIFICIAL INTELLIGENCE IN KNOWLEDGE MANAGEMENT;AIKM;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
85;INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT MECHATRONICS;AIM;Work in Progress;Work in Progress;MA:B;B;MA:[B|D];56;494;B;56;494;B;5,26;1342;D;5,26;1342;D;3969;20860;3969;20860;;;;;;;;;;;;;;;;;;;1;;;;;;
86;ARTIFICIAL INTELLIGENCE IN MEDICINE IN EUROPE;AIME;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C, MA:C;B, C, C;CORE:[B], LiveSHINE:[C|D], MA:[C|D];27;959;C;27;959;C;6,84;1114;D;6,84;1114;D;896;6128;896;6128;20;700;C;20;700;C;6,35;688;D;6,35;688;D;329;2088;329;2088;B;B;3;;;;;;
87;ADVANCES IN MODAL LOGIC;AIML;3;B-;CORE:A, LiveSHINE:C, MA:C;A, C, C;CORE:[A], LiveSHINE:[C|B-], MA:[C|B-];23;1184;C;23;1184;C;10,08;813;B-;10,08;813;B-;291;2933;291;2933;17;800;C;17;800;C;10,56;427;B-;10,56;427;B-;108;1140;108;1140;A;A;3;;;;;;
88;AUTONOMOUS INFRASTRUCTURE, MANAGEMENT AND SECURITY;AIMS;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|D];16;1770;C;16;1770;C;3,73;1594;D;3,73;1594;D;325;1211;325;1211;14;862;C;14;862;C;4,68;821;D;4,68;821;D;202;946;202;946;;;2;;;;;;
89;ARTIFICIAL INTELLIGENCE: METHODOLOGY, SYSTEMS, APPLICATIONS;AIMSA;Work in Progress;Work in Progress;CORE:NC, LiveSHINE:C, MA:C;C, C, NC;CORE:[NC], LiveSHINE:[C|D], MA:[C|D];20;1408;C;20;1408;C;4,37;1478;D;4,37;1478;D;622;2721;622;2721;16;826;C;16;826;C;6,31;692;D;6,31;692;D;175;1105;175;1105;NC;NC;3;;;;;;
90;ADVANCED INFORMATION NETWORKING AND APPLICATIONS;AINA;3;B;CORE:B, LiveSHINE:A-, MA:B;A-, B, B;CORE:[B], LiveSHINE:[A|C], MA:[B|C];74;295;B;74;295;B;7,56;1020;C;7,56;1020;C;4906;37103;4906;37103;49;179;A;49;179;A;9,6;480;C;9,6;480;C;1902;18263;1902;18263;B;B;3;;;;;;
91;APPLIED IMAGERY PATTERN RECOGNITION WORKSHOP;AIPR;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];31;809;C;31;809;C;6,87;1110;D;6,87;1110;D;1009;6936;1009;6936;;;;;;;;;;;;;;;;;C;C;2;;;;;;
92;INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE PLANNING SYSTEMS;AIPS;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A++];60;435;B;60;435;B;46,07;125;A++;46,07;125;A++;241;11104;241;11104;;;;;;;;;;;;;;;;;;;1;;;;;;
93;ASIA INFORMATION RETRIEVAL SYMPOSIUM;AIRS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:C;C, C, C;CORE:[C], LiveSHINE:[C|D], MA:[C|D];19;1487;C;19;1487;C;4,17;1516;D;4,17;1516;D;632;2633;632;2633;21;667;C;21;667;C;5,32;771;D;5,32;771;D;440;2340;440;2340;C;C;3;;;;;;
94;ADVERSARIAL INFORMATION RETRIEVAL ON THE WEB;AIRWEB;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];30;836;C;30;836;C;74,58;46;A++;74,58;46;A++;52;3878;52;3878;;;;;;;;;;;;;;;;;;;1;;;;;;
95;INTERNATIONAL CONFERENCE ON INFORMATICS EDUCATION AND RESEARCH;AIS SIGED: IAIM;3;B;CORE:B, LiveSHINE:A-;A-, B;CORE:[B], LiveSHINE:[B|A];;;;;;;;;;;;;;;;;39;285;B;39;285;B;21,48;162;A;21,48;162;A;255;5478;255;5478;B;B;2;;;;;;
96;INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE IN SCIENCE AND TECHNOLOGY;AISAT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
97;ARTIFICIAL INTELLIGENCE AND THE SIMULATION OF BEHAVIOUR;AISB;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A-];28;913;C;28;913;C;16,68;493;A-;16,68;493;A-;257;4286;257;4286;;;;;;;;;;;;;;;;;;;1;;;;;;
98;ARTIFICIAL INTELLIGENCE AND SYMBOLIC COMPUTATION;AISC;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|C];21;1323;C;21;1323;C;7,66;1014;C;7,66;1014;C;295;2259;295;2259;7;996;C;7;996;C;3,21;924;D;3,21;924;D;66;212;66;212;;;2;;;;;;
99;INTERNATIONAL CONFERENCE ON ADVANCES IN INTELLIGENT SYSTEMS: THEORY AND APPLICATIONS;AISTA;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
100;INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND STATISTICS;AISTATS;1;A+;CORE:A, LiveSHINE:A++, MA:A+;A++, A+, A;CORE:[A], LiveSHINE:[A++|A++], MA:[A|A++];101;169;A;101;169;A;27,81;269;A++;27,81;269;A++;1653;45964;1653;45964;88;48;A++;88;48;A++;45,01;48;A++;45,01;48;A++;939;42260;939;42260;A;A;3;;;;;;
101;AI & SECURITY WORKSHOP;AISEC;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|B];;;;;;;;;;;;;;;;;19;725;C;19;725;C;15,79;271;B;15,79;271;B;68;1074;68;1074;;;1;;;;;;
102;ADVANCES IN THE THEORY OF COMPUTING;AITC;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
103;AUSTRALASIAN JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE;AJCAI;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];30;836;C;30;836;C;6,27;1183;D;6,27;1183;D;1040;6522;1040;6522;;;;;;;;;;;;;;;;;;;1;;;;;;
104;WORKSHOP ON ALGORITHM ENGINEERING AND EXPERIMENTS;ALENEX;3;B;CORE:A, LiveSHINE:A-, MA:B-;A, A-, B-;CORE:[A], LiveSHINE:[B|A], MA:[C|A];39;667;C;39;667;C;19,27;419;A;19,27;419;A;346;6669;346;6669;28;474;B;28;474;B;18,75;209;A;18,75;209;A;151;2832;151;2832;A;A;3;;;;;;
105;ALGORITHMS AND EXPERIMENTS;ALEX;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
106;ENGG WORKSHOP ON ALGORITHM ENGINEERING;ALG;Work in Progress;Work in Progress;LiveSHINE:B-;B-;LiveSHINE:[C|A++];;;;;;;;;;;;;;;;;4;1021;C;4;1021;C;1926,21;1;A++;1926,21;1;A++;14;26967;14;26967;;;1;;;;;;
107;EUROPEAN CONFERENCE ON COMPUTER ALGEBRA;ALGEBRA;Work in Progress;Work in Progress;MA:C;C;MA:[C|B];22;1238;C;22;1238;C;12,41;658;B;12,41;658;B;244;3028;244;3028;;;;;;;;;;;;;;;;;;;1;;;;;;
108;ALGORITHMIC ASPECTS OF WIRELESS SENSOR NETWORKS;ALGOSENSORS;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:C;C, C, C;CORE:[C], LiveSHINE:[C|D], MA:[C|B-];18;1569;C;18;1569;C;11,75;696;B-;11,75;696;B-;198;2327;198;2327;14;862;C;14;862;C;5,78;741;D;5,78;741;D;150;867;150;867;C;C;3;;;;;;
109;SIAM WORKSHOP ON ALGORITHMS FOR LISTING, COUNTING, AND ENUMERATION;ALICE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
110;IEEE INTERNATIONAL SYMPOSIUM ON ARTIFICIAL LIFE;ALIFE;3;B-;CORE:A, LiveSHINE:C;A, C;CORE:[A], LiveSHINE:[C|D];;;;;;;;;;;;;;;;;11;921;C;11;921;C;5,37;766;D;5,37;766;D;86;462;86;462;A;A, A;3;;;;;;
111;ALLERTON CONFERENCE ON COMMUNICATION, CONTROL, AND COMPUTING;ALLERTON;Work in Progress;Work in Progress;MA:B;B;MA:[B|B-];73;300;B;73;300;B;11,03;745;B-;11,03;745;B-;2424;26748;2424;26748;;;;;;;;;;;;;;;;;;;1;;;;;;
112;INTERNATIONAL CONFERENCE ON ALGEBRAIC AND LOGIC PROGRAMMING;ALP;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
113;INTERNATIONAL CONFERENCE ON ADVANCED LANGUAGE PROCESSING AND WEB INFORMATION TECHNOLOGY;ALPIT;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
114;ALGORITHMIC LEARNING THEORY;ALT;3;B;CORE:B, LiveSHINE:B, MA:B-;B, B, B-;CORE:[B], LiveSHINE:[B|A-], MA:[B-|B-];43;627;B-;43;627;B-;11,52;709;B-;11,52;709;B-;959;11050;959;11050;29;448;B;29;448;B;17,35;238;A-;17,35;238;A-;337;5848;337;5848;B;B;3;;;;;;
115;ALGEBRAIC METHODOLOGY AND SOFTWARE TECHNOLOGY;AMAST;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:B;B, C, C;CORE:[C], LiveSHINE:[C|B], MA:[B|B];54;527;B;54;527;B;15,68;519;B;15,68;519;B;570;8938;570;8938;18;758;C;18;758;C;13,2;336;B;13,2;336;B;75;990;75;990;C;C;3;;;;;;
116;INTERNATIONAL WORKSHOP ON ADVANCED MOTION CONTROL;AMC;Work in Progress;Work in Progress;MA:B-;B-;MA:[B-|C];46;600;B-;46;600;B-;7,94;983;C;7,94;983;C;1360;10803;1360;10803;;;;;;;;;;;;;;;;;;;1;;;;;;
117;AMERICAN CONTROL CONFERENCE;AMCC;2;A;LiveSHINE:A+, MA:A;A+, A;LiveSHINE:[A++|B-], MA:[A+|C];172;52;A+;172;52;A+;8,92;893;C;8,92;893;C;34855;310890;34855;310890;92;40;A++;92;40;A++;10,47;433;B-;10,47;433;B-;9747;102053;9747;102053;;;2;;;;;;
118;AMERICAS CONFERENCE ON INFORMATION SYSTEMS;AMCIS;2;A-;CORE:A, LiveSHINE:A-, MA:B;A, A-, B;CORE:[A], LiveSHINE:[A|D], MA:[B|D];59;447;B;59;447;B;2,92;1761;D;2,92;1761;D;7886;23002;7886;23002;49;179;A;49;179;A;4,4;841;D;4,4;841;D;5156;22664;5156;22664;A;A;3;;;;;;
119;ARTICULATED MOTION AND DEFORMABLE OBJECTS;AMDO;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;5,41;1318;D;5,41;1318;D;260;1407;260;1407;;;;;;;;;;;;;;;;;;;1;;;;;;
120;ANALYSIS AND MODELING OF FACES AND GESTURES;AMFG;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A++];19;1487;C;19;1487;C;47,7;110;A++;47,7;110;A++;56;2671;56;2671;;;;;;;;;;;;;;;;;;;1;;;;;;
121;AMBIENT INTELLIGENCE;AMI;Work in Progress;Work in Progress;CORE:C, MA:B;B, C;CORE:[C], MA:[B|C];62;416;B;62;416;B;9,02;885;C;9,02;885;C;2006;18100;2006;18100;;;;;;;;;;;;;;;;;C;C;2;;;;;;
122;AMERICAN MEDICAL INFORMATICS ANNUAL FALL SYMPOSIUM;AMIA;2;A-;CORE:A, LiveSHINE:A-, MA:A-;A, A-, A-;CORE:[A], LiveSHINE:[A|C], MA:[A|C];94;195;A;94;195;A;9,22;872;C;9,22;872;C;6504;59964;6504;59964;51;168;A;51;168;A;9,05;515;C;9,05;515;C;1312;11869;1312;11869;A;A;3;;;;;;
123;IEEE SYMPOSIUM ON ADVANCED MANAGEMENT OF INFORMATION FOR GLOBALIZED ENTERPRISES;AMIGE;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
124;ASIAN INTERNATIONAL MOBILE COMPUTING CONFERENCE;AMOC;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
125;ASIA INTERNATIONAL CONFERENCE ON MODELLING AND SIMULATION;AMS;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];23;1184;C;23;1184;C;4,57;1444;D;4,57;1444;D;787;3595;787;3595;;;;;;;;;;;;;;;;;C;C;2;;;;;;
126;AGENT AND MULTI-AGENT SYSTEMS: TECHNOLOGIES AND APPLICATIONS;AMSTA;Work in Progress;Work in Progress;CORE:C, LiveSHINE:C, MA:C;C, C, C;CORE:[C], LiveSHINE:[C|D], MA:[C|D];18;1569;C;18;1569;C;3,62;1616;D;3,62;1616;D;676;2450;676;2450;19;725;C;19;725;C;4,74;815;D;4,74;815;D;472;2239;472;2239;C;C;3;;;;;;
127;ACTIVE MEDIA TECHNOLOGY;AMT;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];16;1770;C;16;1770;C;1,64;1943;D;1,64;1943;D;1154;1897;1154;1897;;;;;;;;;;;;;;;;;;;1;;;;;;
128;CONFERENCE OF THE ASSOCIATION FOR MACHINE TRANSLATION IN THE AMERICAS;AMTA;3;B-;CORE:B, MA:B-;B, B-;CORE:[B], MA:[C|A++];28;913;C;28;913;C;27,74;271;A++;27,74;271;A++;223;6185;223;6185;;;;;;;;;;;;;;;;;B;B;2;;;;;;
129;ALBERTO MENDELZON INTERNATIONAL WORKSHOP ON FOUNDATIONS OF DATA MANAGEMENT;AMW;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|D];;;;;;;;;;;;;;;;;13;887;C;13;887;C;4,04;874;D;4,04;874;D;161;650;161;650;;;1;;;;;;
130;WORKSHOP ON ANALYTIC ALGORITHMS AND COMBINATORICS;ANALCO;Work in Progress;Work in Progress;CORE:B, LiveSHINE:C;B, C;CORE:[B], LiveSHINE:[C|C];;;;;;;;;;;;;;;;;10;938;C;10;938;C;8,08;575;C;8,08;575;C;53;428;53;428;B;B;2;;;;;;
131;ARCHITECTURES FOR NETWORKING AND COMMUNICATIONS SYSTEMS;ANCS;3;B;LiveSHINE:B, MA:B;B, B;LiveSHINE:[B|B], MA:[B-|A];44;613;B-;44;613;B-;18,03;461;A;18,03;461;A;401;7229;401;7229;37;313;B;37;313;B;14,69;300;B;14,69;300;B;338;4965;338;4965;;;2;;;;;;
132;ANALYTICS FOR NOISY UNSTRUCTURED TEXT DATA;AND;Work in Progress;Work in Progress;MA:B-;B-;MA:[C|A];17;1669;C;17;1669;C;19,83;402;A;19,83;402;A;77;1527;77;1527;;;;;;;;;;;;;;;;;;;1;;;;;;
133;CONFERENCE ON APPLIED NATURAL LANGUAGE PROCESSING;ANLP;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A++];67;358;B;67;358;B;67,39;57;A++;67,39;57;A++;281;18936;281;18936;;;;;;;;;;;;;;;;;;;1;;;;;;
134;CONFERENCE ON ARTIFICIAL NEURAL NETWORKS AND EXPERT SYSTEMS;ANNES;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
135;ARTIFICIAL NEURAL NETWORKS IN ENGINEERING CONFERENCE;ANNIE;Work in Progress;Work in Progress;CORE:B;B;CORE:[B];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;B;1;;;;;;
136;ARTIFICIAL NEURAL NETWORKS IN PATTERN RECOGNITION;ANNPR;Work in Progress;Work in Progress;LiveSHINE:C, MA:C;C, C;LiveSHINE:[C|D], MA:[C|D];15;1883;C;15;1883;C;5,05;1375;D;5,05;1375;D;171;864;171;864;13;887;C;13;887;C;5,45;762;D;5,45;762;D;125;681;125;681;;;2;;;;;;
137;ANNUAL SIMULATION SYMPOSIUM;ANSS;3;B;CORE:B, LiveSHINE:A-, MA:B;A-, B, B;CORE:[B], LiveSHINE:[B|A], MA:[B|C];67;358;B;67;358;B;8,55;929;C;8,55;929;C;2380;20355;2380;20355;26;511;B;26;511;B;18,96;204;A;18,96;204;A;152;2882;152;2882;B;B;3;;;;;;
138;INTERNATIONAL CONFERENCE ON AMBIENT SYSTEMS, NETWORKS AND TECHNOLOGIES;ANT;Work in Progress;Work in Progress;CORE:NC;NC;CORE:[NC];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NC;NC;1;;;;;;
139;ALGORITHMIC NUMBER THEORY SYMPOSIUM;ANTS;Work in Progress;Work in Progress;MA:A-;A-;MA:[B|A];53;549;B;53;549;B;19,49;413;A;19,49;413;A;686;13368;686;13368;;;;;;;;;;;;;;;;;;;1;;;;;;
140;ASPECT-ORIENTATION ASIA;AO-ASIA;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
141;INTERNET RESEARCH;AOIR;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
142;AGENT-ORIENTED INFORMATION SYSTEMS WORKSHOP;AOIS;Work in Progress;Work in Progress;LiveSHINE:C;C;LiveSHINE:[C|C];;;;;;;;;;;;;;;;;14;862;C;14;862;C;8,75;534;C;8,75;534;C;64;560;64;560;;;1;;;;;;
143;WORKSHOP ON ASPECT-ORIENTED MODELLING;AOM;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
144;ACADEMY OF MANAGEMENT ANNUAL MEETING;AOMAM;3;B-;CORE:A, MA:C;A, C;CORE:[A], MA:[C|C];25;1069;C;25;1069;C;9,24;868;C;9,24;868;C;999;9233;999;9233;;;;;;;;;;;;;;;;;A;A;2;;;;;;
145;ASPECT-ORIENTED SOFTWARE DEVELOPMENT;AOSD;2;A;CORE:A, LiveSHINE:A+, MA:A-;A+, A, A-;CORE:[A], LiveSHINE:[A|A++], MA:[B|A++];79;265;B;79;265;B;37,64;172;A++;37,64;172;A++;530;19950;530;19950;47;199;A;47;199;A;37,41;70;A++;37,41;70;A++;191;7146;191;7146;A;A;3;;;;;;
146;ASIA-PACIFIC BIOINFORMATICS CONFERENCE;APBC;Work in Progress;Work in Progress;CORE:B, MA:C;B, C;CORE:[B], MA:[C|C];21;1323;C;21;1323;C;9,32;866;C;9,32;866;C;275;2562;275;2562;;;;;;;;;;;;;;;;;B;B;2;;;;;;
147;ASIA PACIFIC CONFERENCE ON COMMUNICATIONS;APCC;Work in Progress;Work in Progress;CORE:B, MA:C;B, C;CORE:[B], MA:[C|D];26;1015;C;26;1015;C;2,11;1887;D;2,11;1887;D;3834;8081;3834;8081;;;;;;;;;;;;;;;;;B;B;2;;;;;;
148;ASIA PACIFIC CONFERENCE ON CIRCUITS AND SYSTEMS;APCCAS;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];29;870;C;29;870;C;3,06;1733;D;3,06;1733;D;3089;9445;3089;9445;;;;;;;;;;;;;;;;;;;1;;;;;;
149;ASIA-PACIFIC CONFERENCE ON CONCEPTUAL MODELLING;APCCM;3;B-;CORE:B, MA:B-;B, B-;CORE:[B], MA:[C|A];22;1238;C;22;1238;C;18,95;431;A;18,95;431;A;133;2520;133;2520;;;;;;;;;;;;;;;;;B;B;2;;;;;;
150;ASIA PACIFIC CONFERENCE ON HARDWARE DESCRIPTION LANGUAGES (WAS ASIA PACIFIC CHIPDESIGN LANGUAGES);APCHDL;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
151;ASIA-PACIFIC COMPUTER AND HUMAN INTERACTION;APCHI;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];18;1569;C;18;1569;C;6,92;1101;D;6,92;1101;D;313;2167;313;2167;;;;;;;;;;;;;;;;;C;C;2;;;;;;
152;APPLICATION OF COMPUTERS AND OPERATIONS RESEARCH IN THE MINERALS INDUSTRIES;APCOMIN;Work in Progress;Work in Progress;CORE:A;A;CORE:[A];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;1;;;;;;
153;ASIA PACIFIC DECISION SCIENCE INSTITUTE CONFERENCE;APDSI;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
154;APPLIED POWER ELECTRONICS CONFERENCE;APEC;Work in Progress;Work in Progress;MA:A;A;MA:[A|B];142;88;A;142;88;A;15,08;545;B;15,08;545;B;8393;126541;8393;126541;;;;;;;;;;;;;;;;;;;1;;;;;;
155;APPLIED PERCEPTION IN GRAPHICS AND VISUALIZATION;APGV;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|B];29;870;C;29;870;C;12,11;672;B;12,11;672;B;325;3936;325;3936;;;;;;;;;;;;;;;;;C;C;2;;;;;;
156;INTERNATIONAL CONFERENCE ON APL;APL;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];18;1569;C;18;1569;C;2,39;1845;D;2,39;1845;D;978;2334;978;2334;;;;;;;;;;;;;;;;;;;1;;;;;;
157;ASIAN SYMPOSIUM ON PROGRAMMING LANGUAGES AND SYSTEMS;APLAS;3;B-;CORE:B, LiveSHINE:B, MA:C;B, B, C;CORE:[B], LiveSHINE:[B|B], MA:[C|B];32;776;C;32;776;C;12,22;668;B;12,22;668;B;503;6148;503;6148;33;368;B;33;368;B;15;293;B;15;293;B;260;3901;260;3901;B;B;3;;;;;;
158;ASIA-PACIFIC MICROWAVE CONFERENCE;APMC;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];37;693;C;37;693;C;2,38;1848;D;2,38;1848;D;8984;21347;8984;21347;;;;;;;;;;;;;;;;;;;1;;;;;;
159;INTERNATIONAL SYMPOSIUM ON ADVANCED PACKAGING MATERIALS. PROCESSES, PROPERTIES AND INTERFACES;APMPPI;Work in Progress;Work in Progress;MA:C;C;MA:[C|D];22;1238;C;22;1238;C;6,73;1126;D;6,73;1126;D;427;2875;427;2875;;;;;;;;;;;;;;;;;;;1;;;;;;
160;ASIA-PACIFIC MAGNETIC RECORDING CONFERENCE;APMRC;Work in Progress;Work in Progress;MA:C;C;MA:[C|C];35;724;C;35;724;C;7,8;998;C;7,8;998;C;737;5748;737;5748;;;;;;;;;;;;;;;;;;;1;;;;;;
161;ASIA-PACIFIC NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM;APNOMS;Work in Progress;Work in Progress;CORE:C, MA:C;C, C;CORE:[C], MA:[C|D];16;1770;C;16;1770;C;2,03;1897;D;2,03;1897;D;950;1925;950;1925;;;;;;;;;;;;;;;;;C;C;2;;;;;;
162;CONFERENCE OF THE ASSOCIATION OF ASIAN-PACIFIC OPERATIONAL RESEARCH SOCIETIES;APORS;Work in Progress;Work in Progress;CORE:C;C;CORE:[C];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;1;;;;;;
